	Symbol	Entrez
ENSG00000059378	PARP12	64761
ENSG00000059573	ALDH18A1	5832
ENSG00000059588	TARBP1	6894
ENSG00000059691	GATB	5188
ENSG00000059728	MXD1	4084
ENSG00000059758	CDK17	5128
ENSG00000059769	DNAJC25	548645
ENSG00000059804	SLC2A3	6515
ENSG00000059915	PSD	5662
ENSG00000060069	CTDP1	9150
ENSG00000060138	YBX3	8531
ENSG00000060140	STYK1	55359
ENSG00000060237	WNK1	65125
ENSG00000060303	RPS17P5	NA
ENSG00000060339	CCAR1	55749
ENSG00000060491	OGFR	11054
ENSG00000060558	GNA15	2769
ENSG00000060566	CREB3L3	84699
ENSG00000060642	PIGV	55650
ENSG00000060656	PTPRU	10076
ENSG00000060688	SNRNP40	9410
ENSG00000060709	RIMBP2	23504
ENSG00000060718	COL11A1	1301
ENSG00000060749	QSER1	79832
ENSG00000060762	MPC1	51660
ENSG00000060971	ACAA1	30
ENSG00000060982	BCAT1	586
ENSG00000061273	HDAC7	51564
ENSG00000061337	LZTS1	11178
ENSG00000061455	PRDM6	93166
ENSG00000061492	WNT8A	7478
ENSG00000061656	SPAG4	6676
ENSG00000061676	NCKAP1	10787
ENSG00000061794	MRPS35	60488
ENSG00000061918	GUCY1B3	2983
ENSG00000061936	SFSWAP	6433
ENSG00000061938	TNK2	10188
ENSG00000061987	MON2	23041
ENSG00000062038	CDH3	1001
ENSG00000062096	ARSF	416
ENSG00000062194	GPBP1	65056
ENSG00000062282	DGAT2	84649
ENSG00000062370	ZNF112	7771
ENSG00000062485	CS	1431
ENSG00000062524	LTK	4058
ENSG00000062582	MRPS24	64951
ENSG00000062598	ELMO2	63916
ENSG00000062650	WAPL	23063
ENSG00000062716	VMP1	81671
ENSG00000062725	APPBP2	10513
ENSG00000062822	POLD1	5424
ENSG00000063015	SEZ6	124925
ENSG00000063046	EIF4B	1975
ENSG00000063127	SLC6A16	28968
ENSG00000063169	GLTSCR1	29998
ENSG00000063176	SPHK2	56848
ENSG00000063177	RPL18	6141
ENSG00000063180	CA11	770
ENSG00000063241	ISOC2	79763
ENSG00000063244	U2AF2	11338
ENSG00000063245	EPN1	29924
ENSG00000063322	MED29	55588
ENSG00000063438	AHRR	57491
ENSG00000063515	GSC2	2928
ENSG00000063587	ZNF275	10838
ENSG00000063601	MTMR1	8776
ENSG00000063660	GPC1	2817
ENSG00000063761	ADCK1	57143
ENSG00000063854	HAGH	3029
ENSG00000063978	RNF4	6047
ENSG00000064012	CASP8	841
ENSG00000064042	LIMCH1	22998
ENSG00000064102	ASUN	55726
ENSG00000064115	TM7SF3	51768
ENSG00000064195	DLX3	1747
ENSG00000064199	SPA17	53340
ENSG00000064201	TSPAN32	10077
ENSG00000064205	WISP2	8839
ENSG00000064218	DMRT3	58524
ENSG00000064225	ST3GAL6	10402
ENSG00000064270	ATP2C2	9914
ENSG00000064300	NGFR	4804
ENSG00000064309	CDON	50937
ENSG00000064313	TAF2	6873
ENSG00000064393	HIPK2	28996
ENSG00000064419	TNPO3	23534
ENSG00000064489	BORCS8-MEF2B	4207
ENSG00000064490	RFXANK	8625
ENSG00000064545	TMEM161A	54929
ENSG00000064547	LPAR2	9170
ENSG00000064601	CTSA	5476
ENSG00000064607	SUGP2	10147
ENSG00000064651	SLC12A2	6558
ENSG00000064652	SNX24	28966
ENSG00000064655	EYA2	2139
ENSG00000064666	CNN2	1265
ENSG00000064687	ABCA7	10347
ENSG00000064692	SNCAIP	9627
ENSG00000064703	DDX20	11218
ENSG00000064726	BTBD1	53339
ENSG00000064763	FAR2	55711
ENSG00000064787	BCAS1	8537
ENSG00000064835	POU1F1	5449
ENSG00000064886	CHI3L2	1117
ENSG00000064932	SBNO2	22904
ENSG00000064933	PMS1	5378
ENSG00000064961	HMG20B	10362
ENSG00000064989	CALCRL	10203
ENSG00000064995	TAF11	6882
ENSG00000064999	ANKS1A	23294
ENSG00000065000	AP3D1	8943
ENSG00000065029	ZNF76	7629
ENSG00000065054	SLC9A3R2	9351
ENSG00000065057	NTHL1	4913
ENSG00000065060	UHRF1BP1	54887
ENSG00000065135	GNAI3	2773
ENSG00000065150	IPO5	3843
ENSG00000065154	OAT	4942
ENSG00000065183	WDR3	10885
ENSG00000065243	PKN2	5586
ENSG00000065268	WDR18	57418
ENSG00000065308	TRAM2	9697
ENSG00000065320	NTN1	9423
ENSG00000065325	GLP2R	9340
ENSG00000065328	MCM10	55388
ENSG00000065357	DGKA	1606
ENSG00000065361	ERBB3	2065
ENSG00000065371	ROPN1	54763
ENSG00000065413	ANKRD44	91526
ENSG00000065427	KARS	3735
ENSG00000065457	ADAT1	23536
ENSG00000065485	PDIA5	10954
ENSG00000065491	TBC1D22B	55633
ENSG00000065518	NDUFB4	4710
ENSG00000065526	SPEN	23013
ENSG00000065534	MYLK	4638
ENSG00000065548	ZC3H15	55854
ENSG00000065559	MAP2K4	6416
ENSG00000065600	TMEM206	55248
ENSG00000065609	SNAP91	9892
ENSG00000065613	SLK	9748
ENSG00000065615	CYB5R4	51167
ENSG00000065618	COL17A1	1308
ENSG00000065621	GSTO2	119391
ENSG00000065665	SEC61A2	55176
ENSG00000065675	PRKCQ	5588
ENSG00000065717	TLE2	7089
ENSG00000065802	ASB1	51665
ENSG00000065809	FAM107B	83641
ENSG00000065833	ME1	4199
ENSG00000065882	TBC1D1	23216
ENSG00000065883	CDK13	8621
ENSG00000065911	MTHFD2	10797
ENSG00000065923	SLC9A7	84679
ENSG00000065970	FOXJ2	55810
ENSG00000065978	YBX1	4904
ENSG00000065989	PDE4A	5141
ENSG00000066027	PPP2R5A	5525
ENSG00000066032	CTNNA2	1496
ENSG00000066044	ELAVL1	1994
ENSG00000066056	TIE1	7075
ENSG00000066084	DIP2B	57609
ENSG00000066117	SMARCD1	6602
ENSG00000066135	KDM4A	9682
ENSG00000066136	NFYC	4802
ENSG00000066185	ZMYND12	84217
ENSG00000066230	SLC9A3	6550
ENSG00000066248	NGEF	25791
ENSG00000066279	ASPM	259266
ENSG00000066294	CD84	8832
ENSG00000066322	ELOVL1	64834
ENSG00000066336	SPI1	6688
ENSG00000066379	ZNRD1	30834
ENSG00000066382	MPPED2	744
ENSG00000066405	CLDN18	51208
ENSG00000066422	ZBTB11	27107
ENSG00000066427	ATXN3	4287
ENSG00000066455	GOLGA5	9950
ENSG00000066468	FGFR2	2263
ENSG00000066557	LRRC40	55631
ENSG00000066583	ISOC1	51015
ENSG00000066629	EML1	2009
ENSG00000066651	TRMT11	60487
ENSG00000066654	THUMPD1	55623
ENSG00000066697	MSANTD3	91283
ENSG00000066735	KIF26A	26153
ENSG00000066739	ATG2B	55102
ENSG00000066777	ARFGEF1	10565
ENSG00000066813	ACSM2B	348158
ENSG00000066827	ZFAT	57623
ENSG00000066855	MTFR1	9650
ENSG00000066923	STAG3	10734
ENSG00000066926	FECH	2235
ENSG00000066933	MYO9A	4649
ENSG00000067048	DDX3Y	8653
ENSG00000067057	PFKP	5214
ENSG00000067064	IDI1	3422
ENSG00000067066	SP100	6672
ENSG00000067082	KLF6	1316
ENSG00000067113	PLPP1	8611
ENSG00000067141	NEO1	4756
ENSG00000067167	TRAM1	23471
ENSG00000067177	PHKA1	5255
ENSG00000067182	TNFRSF1A	7132
ENSG00000067191	CACNB1	782
ENSG00000067208	EVI5	7813
ENSG00000067221	STOML1	9399
ENSG00000067225	PKM	5315
ENSG00000067248	DHX29	54505
ENSG00000067334	DNTTIP2	30836
ENSG00000067365	METTL22	79091
ENSG00000067369	TP53BP1	7158
ENSG00000067445	TRO	7216
ENSG00000067533	RRP15	51018
ENSG00000067560	RHOA	387
ENSG00000067596	DHX8	1659
ENSG00000067601	PMS2P4	NA
ENSG00000067606	PRKCZ	5590
ENSG00000067646	ZFY	7544
ENSG00000067704	IARS2	55699
ENSG00000067715	SYT1	6857
ENSG00000067798	NAV3	89795
ENSG00000067829	IDH3G	3421
ENSG00000067836	ROGDI	79641
ENSG00000067840	PDZD4	57595
ENSG00000067842	ATP2B3	492
ENSG00000067900	ROCK1	6093
ENSG00000067955	CBFB	865
ENSG00000067992	PDK3	5165
ENSG00000068001	HYAL2	8692
ENSG00000068024	HDAC4	9759
ENSG00000068028	RASSF1	11186
ENSG00000068078	FGFR3	2261
ENSG00000068079	IFI35	3430
ENSG00000068097	HEATR6	63897
ENSG00000068120	COASY	80347
ENSG00000068137	PLEKHH3	79990
ENSG00000068305	MEF2A	4205
ENSG00000068308	OTUD5	55593
ENSG00000068323	TFE3	7030
ENSG00000068354	TBC1D25	4943
ENSG00000068366	ACSL4	2182
ENSG00000068383	INPP5A	3632
ENSG00000068394	GPKOW	27238
ENSG00000068400	GRIPAP1	56850
ENSG00000068438	FTSJ1	24140
ENSG00000068489	PRR11	55771
ENSG00000068615	REEP1	65055
ENSG00000068650	ATP11A	23250
ENSG00000068654	POLR1A	25885
ENSG00000068697	LAPTM4A	9741
ENSG00000068724	TTC7A	57217
ENSG00000068745	IP6K2	51447
ENSG00000068781	STON1-GTF2A1L	286749
ENSG00000068784	SRBD1	55133
ENSG00000068793	NA	NA
ENSG00000068796	KIF2A	3796
ENSG00000068831	RASGRP2	10235
ENSG00000068878	PSME4	23198
ENSG00000068885	IFT80	57560
ENSG00000068903	SIRT2	22933
ENSG00000068912	ERLEC1	27248
ENSG00000068971	PPP2R5B	5526
ENSG00000068976	PYGM	5837
ENSG00000068985	PAGE1	8712
ENSG00000068990	NA	NA
ENSG00000069011	PITX1	5307
ENSG00000069018	TRPC7	57113
ENSG00000069020	MAST4	375449
ENSG00000069122	ADGRF5	221395
ENSG00000069188	SDK2	54549
ENSG00000069206	ADAM7	8756
ENSG00000069248	NUP133	55746
ENSG00000069275	NUCKS1	64710
ENSG00000069329	VPS35	55737
ENSG00000069345	DNAJA2	10294
ENSG00000069399	BCL3	602
ENSG00000069424	KCNAB2	8514
ENSG00000069431	ABCC9	10060
ENSG00000069482	GAL	51083
ENSG00000069493	CLEC2D	29121
ENSG00000069509	FUNDC1	139341
ENSG00000069535	MAOB	4129
ENSG00000069651	NA	NA
ENSG00000069667	RORA	6095
ENSG00000069696	DRD4	1815
ENSG00000069702	TGFBR3	7049
ENSG00000069712	KIAA1107	23285
ENSG00000069764	PLA2G10	8399
ENSG00000069812	HES2	54626
ENSG00000069849	ATP1B3	483
ENSG00000069869	NEDD4	4734
ENSG00000069943	PIGB	9488
ENSG00000069956	MAPK6	5597
ENSG00000069966	GNB5	10681
ENSG00000069974	RAB27A	5873
ENSG00000069998	CECR5	27440
ENSG00000070010	UFD1L	7353
ENSG00000070018	LRP6	4040
ENSG00000070019	GUCY2C	2984
ENSG00000070031	SCT	6343
ENSG00000070047	PHRF1	57661
ENSG00000070061	IKBKAP	8518
ENSG00000070081	NUCB2	4925
ENSG00000070087	PFN2	5217
ENSG00000070159	PTPN3	5774
ENSG00000070182	SPTB	6710
ENSG00000070190	DAPP1	27071
ENSG00000070193	FGF10	2255
ENSG00000070214	SLC44A1	23446
ENSG00000070269	TMEM260	54916
ENSG00000070366	SMG6	23293
ENSG00000070367	EXOC5	10640
ENSG00000070371	CLTCL1	8218
ENSG00000070388	FGF22	27006
ENSG00000070404	FSTL3	10272
ENSG00000070413	DGCR2	9993
ENSG00000070423	RNF126	55658
ENSG00000070444	MNT	4335
ENSG00000070476	ZXDC	79364
ENSG00000070495	JMJD6	23210
ENSG00000070501	POLB	5423
ENSG00000070526	ST6GALNAC1	55808
ENSG00000070540	WIPI1	55062
ENSG00000070601	FRMPD1	22844
ENSG00000070610	GBA2	57704
ENSG00000070614	NDST1	3340
ENSG00000070669	ASNS	440
ENSG00000070718	AP3M2	10947
ENSG00000070729	CNGB1	1258
ENSG00000070731	ST6GALNAC2	10610
ENSG00000070748	CHAT	1103
ENSG00000070756	PABPC1	26986
ENSG00000070759	TESK2	10420
ENSG00000070761	CFAP20	29105
ENSG00000070770	CSNK2A2	1459
ENSG00000070778	PTPN21	11099
ENSG00000070785	EIF2B3	8891
ENSG00000070808	CAMK2A	815
ENSG00000070814	TCOF1	6949
ENSG00000070831	CDC42	998
ENSG00000070882	OSBPL3	26031
ENSG00000070886	EPHA8	2046
ENSG00000070915	SLC12A3	6559
ENSG00000070950	RAD18	56852
ENSG00000070961	ATP2B1	490
ENSG00000070985	TRPM5	29850
ENSG00000071051	NCK2	8440
ENSG00000071054	MAP4K4	9448
ENSG00000071073	MGAT4A	11320
ENSG00000071082	RPL31	6160
ENSG00000071127	WDR1	9948
ENSG00000071189	SNX13	23161
ENSG00000071203	MS4A12	54860
ENSG00000071205	ARHGAP10	79658
ENSG00000071242	RPS6KA2	6196
ENSG00000071243	ING3	54556
ENSG00000071246	VASH1	22846
ENSG00000071282	LMCD1	29995
ENSG00000071462	WBSCR22	114049
ENSG00000071537	SEL1L	6400
ENSG00000071539	TRIP13	9319
ENSG00000071553	ATP6AP1	537
ENSG00000071564	TCF3	6929
ENSG00000071575	TRIB2	28951
ENSG00000071626	DAZAP1	26528
ENSG00000071655	MBD3	53615
ENSG00000071677	PRLH	51052
ENSG00000071794	HLTF	6596
ENSG00000071859	FAM50A	9130
ENSG00000071889	FAM3A	60343
ENSG00000071894	CPSF1	29894
ENSG00000071909	MYO3B	140469
ENSG00000071967	CYBRD1	79901
ENSG00000071991	CDH19	28513
ENSG00000071994	PDCD2	5134
ENSG00000072041	SLC6A15	55117
ENSG00000072042	RDH11	51109
ENSG00000072062	PRKACA	5566
ENSG00000072071	ADGRL1	22859
ENSG00000072080	SPP2	6694
ENSG00000072110	ACTN1	87
ENSG00000072121	ZFYVE26	23503
ENSG00000072133	RPS6KA6	27330
ENSG00000072134	EPN2	22905
ENSG00000072135	PTPN18	26469
ENSG00000072163	LIMS2	55679
ENSG00000072182	ASIC4	55515
ENSG00000072195	SPEG	10290
ENSG00000072201	LNX1	84708
ENSG00000072210	ALDH3A2	224
ENSG00000072274	TFRC	7037
ENSG00000072310	SREBF1	6720
ENSG00000072315	TRPC5	7224
ENSG00000072364	AFF4	27125
ENSG00000072401	UBE2D1	7321
ENSG00000072415	MPP5	64398
ENSG00000072422	RHOBTB1	9886
ENSG00000072444	NA	NA
ENSG00000072501	SMC1A	8243
ENSG00000072506	HSD17B10	3028
ENSG00000072518	MARK2	2011
ENSG00000072571	HMMR	3161
ENSG00000072609	CHFR	55743
ENSG00000072657	TRHDE	29953
ENSG00000072682	P4HA2	8974
ENSG00000072694	FCGR2B	2213
ENSG00000072736	NFATC3	4775
ENSG00000072756	TRNT1	51095
ENSG00000072778	ACADVL	37
ENSG00000072786	STK10	6793
ENSG00000072803	FBXW11	23291
ENSG00000072818	ACAP1	9744
ENSG00000072832	CRMP1	1400
ENSG00000072840	EVC	2121
ENSG00000072849	DERL2	51009
ENSG00000072858	SIDT1	54847
ENSG00000072864	NDE1	54820
ENSG00000072952	MRVI1	10335
ENSG00000072954	TMEM38A	79041
ENSG00000072958	AP1M1	8907
ENSG00000073008	PVR	5817
ENSG00000073009	NA	NA
ENSG00000073050	XRCC1	7515
ENSG00000073060	SCARB1	949
ENSG00000073067	CYP2W1	54905
ENSG00000073111	MCM2	4171
ENSG00000073146	MOV10L1	54456
ENSG00000073150	PANX2	56666
ENSG00000073169		83642
ENSG00000073282	TP63	8626
ENSG00000073331	ALPK1	80216
ENSG00000073350	LLGL2	3993
ENSG00000073417	PDE8A	5151
ENSG00000073464	CLCN4	1183
ENSG00000073536	NLE1	54475
ENSG00000073578	SDHA	6389
ENSG00000073584	SMARCE1	6605
ENSG00000073598	FNDC8	54752
ENSG00000073605	GSDMB	55876
ENSG00000073614	KDM5A	5927
ENSG00000073670	ADAM11	4185
ENSG00000073711	PPP2R3A	5523
ENSG00000073712	FERMT2	10979
ENSG00000073734	ABCB11	8647
ENSG00000073737	DHRS9	10170
ENSG00000073754	CD5L	922
ENSG00000073756	PTGS2	5743
ENSG00000073792	IGF2BP2	10644
ENSG00000073803	MAP3K13	9175
ENSG00000073849	ST6GAL1	6480
ENSG00000073861	TBX21	30009
ENSG00000073905	VDAC1P1	NA
ENSG00000073910	FRY	10129
ENSG00000073921	PICALM	8301
ENSG00000073969	NSF	4905
ENSG00000074047	GLI2	2736
ENSG00000074054	CLASP1	23332
ENSG00000074071	MRPS34	65993
ENSG00000074181	NOTCH3	4854
ENSG00000074201	CLNS1A	1207
ENSG00000074211	PPP2R2C	5522
ENSG00000074219	TEAD2	8463
ENSG00000074266	EED	8726
ENSG00000074276	CDHR2	54825
ENSG00000074317	SNCB	6620
ENSG00000074319	TSG101	7251
ENSG00000074356	NCBP3	55421
ENSG00000074370	ATP2A3	489
ENSG00000074410	CA12	771
ENSG00000074416	MGLL	11343
ENSG00000074527	NTN4	59277
ENSG00000074582	BCS1L	617
ENSG00000074590	NUAK1	9891
ENSG00000074603	DPP8	54878
ENSG00000074621	SLC24A1	9187
ENSG00000074657	ZNF532	55205
ENSG00000074660	SCARF1	8578
ENSG00000074695	LMAN1	3998
ENSG00000074696	HACD3	51495
ENSG00000074706	IPCEF1	26034
ENSG00000074755	ZZEF1	23140
ENSG00000074771	NOX3	50508
ENSG00000074800	ENO1	2023
ENSG00000074803	SLC12A1	6557
ENSG00000074842	MYDGF	56005
ENSG00000074855	ANO8	57719
ENSG00000074935	TUBE1	51175
ENSG00000074964	ARHGEF10L	55160
ENSG00000074966	TXK	7294
ENSG00000075035	WSCD2	9671
ENSG00000075043	KCNQ2	3785
ENSG00000075073	TACR2	6865
ENSG00000075089	ACTR6	64431
ENSG00000075131	TIPIN	54962
ENSG00000075142	SRI	6717
ENSG00000075151	EIF4G3	8672
ENSG00000075188	NUP37	79023
ENSG00000075213	SEMA3A	10371
ENSG00000075218	GTSE1	51512
ENSG00000075223	SEMA3C	10512
ENSG00000075234	TTC38	55020
ENSG00000075239	ACAT1	38
ENSG00000075240	GRAMD4	23151
ENSG00000075275	CELSR1	9620
ENSG00000075290	WNT8B	7479
ENSG00000075292	ZNF638	27332
ENSG00000075303	SLC25A40	55972
ENSG00000075336	TIMM21	29090
ENSG00000075340	ADD2	119
ENSG00000075388	FGF4	2249
ENSG00000075391	RASAL2	9462
ENSG00000075399	VPS9D1	9605
ENSG00000075407	ZNF37A	7587
ENSG00000075413	MARK3	4140
ENSG00000075415	SLC25A3	5250
ENSG00000075420	FNDC3B	64778
ENSG00000075426	FOSL2	2355
ENSG00000075429	CACNG5	27091
ENSG00000075461	CACNG4	27092
ENSG00000075539	FRYL	285527
ENSG00000075568	TMEM131	23505
ENSG00000075618	FSCN1	6624
ENSG00000075624	ACTB	60
ENSG00000075643	MOCOS	55034
ENSG00000075651	PLD1	5337
ENSG00000075673	ATP12A	479
ENSG00000075702	WDR62	284403
ENSG00000075711	DLG1	1739
ENSG00000075785	RAB7A	7879
ENSG00000075790	BCAP29	55973
ENSG00000075826	SEC31B	25956
ENSG00000075856	SART3	9733
ENSG00000075884	ARHGAP15	55843
ENSG00000075886	TUBA3D	113457
ENSG00000075891	PAX2	5076
ENSG00000075914	EXOSC7	23016
ENSG00000075945	KIFAP3	22920
ENSG00000075975	MKRN2	23609
ENSG00000076003	MCM6	4175
ENSG00000076043	REXO2	25996
ENSG00000076053	RBM7	10179
ENSG00000076067	RBMS2	5939
ENSG00000076108	BAZ2A	11176
ENSG00000076201	PTPN23	25930
ENSG00000076242	MLH1	4292
ENSG00000076248	UNG	7374
ENSG00000076258	FMO4	2329
ENSG00000076321	KLHL20	27252
ENSG00000076344	RGS11	8786
ENSG00000076351	SLC46A1	113235
ENSG00000076356	PLXNA2	5362
ENSG00000076382	SPAG5	10615
ENSG00000076513	ANKRD13A	88455
ENSG00000076554	TPD52	7163
ENSG00000076555	ACACB	32
ENSG00000076604	TRAF4	9618
ENSG00000076641	PAG1	55824
ENSG00000076650	GPATCH1	55094
ENSG00000076662	ICAM3	3385
ENSG00000076685	NT5C2	22978
ENSG00000076706	MCAM	4162
ENSG00000076716	GPC4	2239
ENSG00000076770	MBNL3	55796
ENSG00000076826	CAMSAP3	57662
ENSG00000076864	RAP1GAP	5909
ENSG00000076924	XAB2	56949
ENSG00000076928	ARHGEF1	9138
ENSG00000076944	STXBP2	6813
ENSG00000076984	MAP2K7	5609
ENSG00000077009	NMRK2	27231
ENSG00000077044	DGKD	8527
ENSG00000077063	CTTNBP2	83992
ENSG00000077080	ACTL6B	51412
ENSG00000077092	RARB	5915
ENSG00000077097	TOP2B	7155
ENSG00000077147	TM9SF3	56889
ENSG00000077150	NFKB2	4791
ENSG00000077152	UBE2T	29089
ENSG00000077157	PPP1R12B	4660
ENSG00000077232	DNAJC10	54431
ENSG00000077235	GTF3C1	2975
ENSG00000077238	IL4R	3566
ENSG00000077254	USP33	23032
ENSG00000077264	PAK3	5063
ENSG00000077274	CAPN6	827
ENSG00000077279	DCX	1641
ENSG00000077312	SNRPA	6626
ENSG00000077327	SPAG6	9576
ENSG00000077348	EXOSC5	56915
ENSG00000077380	DYNC1I2	1781
ENSG00000077420	APBB1IP	54518
ENSG00000077454	LRCH4	4034
ENSG00000077458	FAM76B	143684
ENSG00000077463	SIRT6	51548
ENSG00000077498	TYR	7299
ENSG00000077514	POLD3	10714
ENSG00000077522	ACTN2	88
ENSG00000077549	CAPZB	832
ENSG00000077585	GPR137B	7107
ENSG00000077616	NAALAD2	10003
ENSG00000077684	JADE1	79960
ENSG00000077713	SLC25A43	203427
ENSG00000077721	UBE2A	7319
ENSG00000077782	FGFR1	2260
ENSG00000077800	FKBP6	8468
ENSG00000077809	NA	NA
ENSG00000077935	SMC1B	27127
ENSG00000077942	FBLN1	2192
ENSG00000077943	ITGA8	8516
ENSG00000077984	CST7	8530
ENSG00000078018	MAP2	4133
ENSG00000078043	PIAS2	9063
ENSG00000078053	AMPH	273
ENSG00000078061	ARAF	369
ENSG00000078070	MCCC1	56922
ENSG00000078081	LAMP3	27074
ENSG00000078098	FAP	2191
ENSG00000078114	NEBL	10529
ENSG00000078124	ACER3	55331
ENSG00000078140	UBE2K	3093
ENSG00000078142	PIK3C3	5289
ENSG00000078177	N4BP2	55728
ENSG00000078237	TIGAR	57103
ENSG00000078246	TULP3	7289
ENSG00000078269	SYNJ2	8871
ENSG00000078295	ADCY2	108
ENSG00000078304	PPP2R5C	5527
ENSG00000078319	PMS2P1	NA
ENSG00000078328	RBFOX1	54715
ENSG00000078369	GNB1	2782
ENSG00000078399	HOXA9	3205
ENSG00000078401	EDN1	1906
ENSG00000078403	MLLT10	8028
ENSG00000078487	ZCWPW1	55063
ENSG00000078549	ADCYAP1R1	117
ENSG00000078579	FGF20	26281
ENSG00000078589	P2RY10	27334
ENSG00000078596	ITM2A	9452
ENSG00000078618	NRDC	4898
ENSG00000078668	VDAC3	7419
ENSG00000078674	PCM1	5108
ENSG00000078687	TNRC6C	57690
ENSG00000078699	CBFA2T2	9139
ENSG00000078725	BRINP1	1620
ENSG00000078747	ITCH	83737
ENSG00000078795	PKD2L2	27039
ENSG00000078804	TP53INP2	58476
ENSG00000078808	SDF4	51150
ENSG00000078814	MYH7B	57644
ENSG00000078872	NA	NA
ENSG00000078898	BPIFB2	80341
ENSG00000078900	TP73	7161
ENSG00000078902	TOLLIP	54472
ENSG00000078967	UBE2D4	51619
ENSG00000079101	CLUL1	27098
ENSG00000079102	RUNX1T1	862
ENSG00000079112	CDH17	1015
ENSG00000079134	THOC1	9984
ENSG00000079150	FKBP7	51661
ENSG00000079156	OSBPL6	114880
ENSG00000079215	SLC1A3	6507
ENSG00000079246	XRCC5	7520
ENSG00000079257	LXN	56925
ENSG00000079263	SP140	11262
ENSG00000079277	MKNK1	8569
ENSG00000079308	TNS1	7145
ENSG00000079313	REXO1	57455
ENSG00000079332	SAR1A	56681
ENSG00000079335	CDC14A	8556
ENSG00000079337	RAPGEF3	10411
ENSG00000079385	CEACAM1	634
ENSG00000079387	SENP1	29843
ENSG00000079393	DUSP13	51207
ENSG00000079432	CIC	23152
ENSG00000079435	LIPE	3991
ENSG00000079459	FDFT1	2222
ENSG00000079462	PAFAH1B3	5050
ENSG00000079482	OPHN1	4983
ENSG00000079557	AFM	173
ENSG00000079616	KIF22	3835
ENSG00000079689	SCGN	10590
ENSG00000079691	LRRC16A	55604
ENSG00000079739	PGM1	5236
ENSG00000079782	NA	NA
ENSG00000079785	DDX1	1653
ENSG00000079805	DNM2	1785
ENSG00000079819	EPB41L2	2037
ENSG00000079841	RIMS1	22999
ENSG00000079931	MOXD1	26002
ENSG00000079950	STX7	8417
ENSG00000079974	RABL2B	11158
ENSG00000079999	KEAP1	9817
ENSG00000080007	DDX43	55510
ENSG00000080031	PTPRH	5794
ENSG00000080166	DCT	1638
ENSG00000080189	SLC35C2	51006
ENSG00000080200	CRYBG3	131544
ENSG00000080224	EPHA6	285220
ENSG00000080293	SCTR	6344
ENSG00000080298	RFX3	5991
ENSG00000080345	RIF1	55183
ENSG00000080371	RAB21	23011
ENSG00000080493	SLC4A4	8671
ENSG00000080503	SMARCA2	6595
ENSG00000080511	RDH8	50700
ENSG00000080546	SESN1	27244
ENSG00000080561	MID2	11043
ENSG00000080572	PIH1D3	139212
ENSG00000080573	COL5A3	50509
ENSG00000080603	SRCAP	10847
ENSG00000080608	PUM3	9933
ENSG00000080618	CPB2	1361
ENSG00000080644	CHRNA3	1136
ENSG00000080709	KCNN2	3781
ENSG00000080802	CNOT4	4850
ENSG00000080815	PSEN1	5663
ENSG00000080819	CPOX	1371
ENSG00000080822	CLDND1	56650
ENSG00000080823	MOK	5891
ENSG00000080824	HSP90AA1	3320
ENSG00000080839	RBL1	5933
ENSG00000080845	DLGAP4	22839
ENSG00000080854	IGSF9B	22997
ENSG00000080910	CFHR2	3080
ENSG00000080947	CROCCP3	114819
ENSG00000080986	NDC80	10403
ENSG00000081014	AP4E1	23431
ENSG00000081019	RSBN1	54665
ENSG00000081026	MAGI3	260425
ENSG00000081041	CXCL2	2920
ENSG00000081051	AFP	174
ENSG00000081052	COL4A4	1286
ENSG00000081059	TCF7	6932
ENSG00000081087	OSTM1	28962
ENSG00000081138	CDH7	1005
ENSG00000081148	IMPG2	50939
ENSG00000081154	PCNP	57092
ENSG00000081177	EXD2	55218
ENSG00000081181	ARG2	384
ENSG00000081189	MEF2C	4208
ENSG00000081237	PTPRC	5788
ENSG00000081248	CACNA1S	779
ENSG00000081277	PKP1	5317
ENSG00000081307	UBA5	79876
ENSG00000081320	STK17B	9262
ENSG00000081377	CDC14B	8555
ENSG00000081386	ZNF510	22869
ENSG00000081479	LRP2	4036
ENSG00000081665	ZNF506	440515
ENSG00000081692	JMJD4	65094
ENSG00000081721	DUSP12	11266
ENSG00000081760	AACS	65985
ENSG00000081770	NA	NA
ENSG00000081791	KIAA0141	9812
ENSG00000081800	SLC13A1	6561
ENSG00000081803	CADPS2	93664
ENSG00000081818	PCDHB4	56131
ENSG00000081842	PCDHA6	56142
ENSG00000081853	PCDHGA2	56113
ENSG00000081870	HSPB11	51668
ENSG00000081913	PHLPP1	23239
ENSG00000081923	ATP8B1	5205
ENSG00000081985	IL12RB2	3595
ENSG00000082014	SMARCD3	6604
ENSG00000082068	WDR70	55100
ENSG00000082074	FYB	2533
ENSG00000082126	MPP4	58538
ENSG00000082146	STRADB	55437
ENSG00000082153	BZW1	9689
ENSG00000082175	PGR	5241
ENSG00000082196	C1QTNF3	114899
ENSG00000082212	ME2	4200
ENSG00000082213	C5orf22	55322
ENSG00000082258	CCNT2	905
ENSG00000082269	FAM135A	57579
ENSG00000082293	COL19A1	1310
ENSG00000082397	EPB41L3	23136
ENSG00000082438	COBLL1	22837
ENSG00000082458	DLG3	1741
ENSG00000082482	KCNK2	3776
ENSG00000082497	SERTAD4	56256
ENSG00000082512	TRAF5	7188
ENSG00000082515	MRPL22	29093
ENSG00000082516	GEMIN5	25929
